product_id,name,description,category,price,brand,rating
P2369,Deluxe Action Figure,High-quality action figure designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Toys & Games,46.4,GreenGrow,3.5
P2370,Premium Garden Tool Set,High-quality garden tool set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Garden & Outdoor,266.61,TastyBites,4.5
P2371,Professional Coffee Maker,High-quality coffee maker designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Home & Kitchen,243.71,GreenGrow,4.8
P2372,Ergonomic Spice Set,High-quality spice set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,62.13,PetLove,4.3
P2373,Compact File Cabinet,High-quality file cabinet designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Office Products,75.45,ReadMore,4.1
P2374,Ergonomic Charger,High-quality charger designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Electronics,78.65,TastyBites,4.3
P2375,Durable Educational Toy,High-quality educational toy designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Toys & Games,19.69,ReadMore,3.6
P2376,Wireless Dash Cam,High-quality dash cam designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Automotive,178.27,EcoWear,4.9
P2377,Deluxe Shoes,High-quality shoes designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,159.91,AutoCare,4.3
P2378,Professional Toy Set,High-quality toy set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Pet Supplies,192.88,AutoCare,4.5
P2379,Professional Lawn Mower,High-quality lawn mower designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Garden & Outdoor,100.61,PetLove,3.6
P2380,Durable Fiction Novel,High-quality fiction novel designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Books,141.66,AutoCare,4.9
P2381,Wireless Bed,High-quality bed designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Pet Supplies,112.34,PlayFun,5.0
P2382,Advanced Face Wash,High-quality face wash designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,211.55,TechPro,4.4
P2383,Wireless Serum,High-quality serum designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,27.8,PureGlow,4.2
P2384,Ergonomic Blender,High-quality blender designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Home & Kitchen,297.2,GreenGrow,4.7
P2385,Premium Bed,High-quality bed designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Pet Supplies,33.92,AutoCare,4.3
P2386,Advanced Face Wash,High-quality face wash designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,91.47,PetLove,4.8
P2387,Wireless Speaker,High-quality speaker designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Electronics,60.63,PetLove,4.4
P2388,Portable Knife Set,High-quality knife set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Home & Kitchen,244.26,ReadMore,3.9
P2389,Essential Spice Set,High-quality spice set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,241.81,HomeStyle,4.8
